DISTRICT,CAMPNAME,COUNTY,CAMPUS,CAMPNAME_CLEAN,GRDTYPE,GRDSPAN,CFLCHART
243903,W F GEORGE MIDDLE,243,243903041,W F George Middle School,M,06 - 08,N
243903,BRADFORD EL,243,243903101,Bradford Elementary School,E,03 - 05,N
243903,KIDWELL EL,243,243903103,Kidwell Elementary School,E,EE - 02,N
243905,HIRSCHI H S,243,243905001,Hirschi High School,S,09 - 12,N
243905,RIDER H S,243,243905002,Rider High School,S,09 - 12,N
243905,WICHITA FALLS H S,243,243905004,Wichita Falls High School,S,08 - 12,N
243905,WICHITA COUNTY JUVENILE JUSTICE AE,243,243905009,Wichita County Juvenile Justice Alternative Education Center,B,06 - 11,N
243905,BARWISE MIDDLE,243,243905046,Barwise Middle School,M,06 - 08,N
243905,MCNIEL MIDDLE,243,243905047,McNiel Middle School,M,06 - 08,N
243905,KIRBY MIDDLE,243,243905048,Kirby Middle School,M,06 - 08,N
243905,BROOK VILLAGE EARLY CHILDHOOD,243,243905104,Brook Village Early Childhood,E,PK - PK,N
243905,BURGESS EL,243,243905105,Burgess Elementary School,E,PK - 05,N
243905,CROCKETT EL,243,243905107,Crockett Elementary School,E,KG - 05,N
243905,CUNNINGHAM SCHOOL,243,243905108,Cunningham School,E,EE - 05,N
243905,FAIN EL,243,243905109,Fain Elementary School,E,PK - 05,N
243905,FOWLER EL,243,243905111,Fowler Elementary School,E,PK - 05,N
243905,FRANKLIN EL,243,243905112,Franklin Elementary School,E,EE - 05,N
243905,HAYNES EL,243,243905114,Haynes Elementary School,E,PK - 05,N
243905,CUNNINGHAM SPECIAL ED CENTER,243,243905115,Cunningham Special Ed Center,E,EE - EE,N
243905,JEFFERSON EL,243,243905118,Jefferson Elementary School,E,PK - 05,N
243905,LAMAR EL,243,243905119,Lamar Elementary School,E,EE - 05,N
243905,MILAM EL,243,243905121,Milam Elementary School,E,EE - 05,N
243905,SHEPPARD AFB EL,243,243905123,Sheppard Afb Elementary School,E,PK - 06,N
243905,BOOKER T WASHINGTON EL,243,243905125,Booker T Washington Elementary School,E,PK - 05,N
243905,WEST FOUNDATION EL,243,243905126,West Foundation Elementary School,E,KG - 05,N
243905,SCOTLAND PARK EL,243,243905128,Scotland Park Elementary School,E,EE - 05,N
243905,SOUTHERN HILLS EL,243,243905129,Southern Hills Elementary School,E,PK - 05,N
243905,FARRIS EARLY CHILDHOOD CTR,243,243905130,Farris Early Childhood Center,E,PK - PK,N
243905,ZUNDELOWITZ EL,243,243905131,Zundelowitz Elementary School,E,KG - 05,N
243905,NORTHWEST HEAD START,243,243905207,Northwest Head Start,E,PK - PK,N
243905,ROSEWOOD HEAD START,243,243905208,Rosewood Head Start,E,PK - PK,N
243906,CITY VIEW JUNIOR/SENIOR HIGH,243,243906001,City View Junior/Senior High,S,07 - 12,N
243906,WICHITA COUNTY J J A E P,243,243906002,Wichita County JJAEP,E,05 - 05,N
243906,CITY VIEW EL,243,243906101,City View Elementary School,E,EE - 06,N
244901,HARROLD SCHOOL,244,244901001,Harrold School,B,KG - 12,N
244903,VERNON H S,244,244903001,Vernon High School,S,09 - 12,N
244903,NORTH TEXAS STATE HOSPITAL - AFP -,244,244903002,North Texas State Hospital - Afp -,S,08 - 12,N
244903,VERNON MIDDLE,244,244903041,Vernon Middle School,M,06 - 08,N
244903,SHIVE EL,244,244903104,Shive Elementary School,E,02 - 05,N
244903,T G MCCORD EL,244,244903105,T G McCord Elementary School,E,EE - 01,N
244905,NORTHSIDE SCHOOL,244,244905001,Northside School,B,KG - 12,N
245901,LASARA H S,245,245901001,Lasara High School,S,09 - 12,N
245901,LASARA EL,245,245901101,Lasara Elementary School,E,PK - 08,N
245902,LYFORD H S,245,245902001,Lyford High School,S,09 - 12,N
245902,LYFORD MIDDLE,245,245902041,Lyford Middle School,M,06 - 08,N
245902,LYFORD EL,245,245902106,Lyford Elementary School,E,EE - 05,N
245903,RAYMONDVILLE H S,245,245903001,Raymondville High School,S,09 - 12,N
245903,CCJJAEP,245,245903003,Ccjjaep,S,09 - 09,N
245903,RAYMONDVILLE OPTIONS ACADEMIC ACAD,245,245903004,Raymondville Options Academic Acad,S,07 - 12,N
245903,MYRA GREEN MIDDLE,245,245903041,Myra Green Middle School,M,06 - 08,N
245903,PITTMAN EL,245,245903102,Pittman Elementary School,E,PK - 05,N
245903,SMITH EL,245,245903105,Smith Elementary School,E,PK - 05,N
245904,SAN PERLITA H S,245,245904002,San Perlita High School,S,09 - 12,N
245904,SAN PERLITA MIDDLE,245,245904041,San Perlita Middle School,M,06 - 08,N
245904,SAN PERLITA EL,245,245904101,San Perlita Elementary School,E,PK - 05,N
246801,MERIDIAN WORLD SCHOOL LLC,246,246801001,Meridian World School Llc,B,KG - 12,Y
246802,GOODWATER MONTESSORI SCHOOL,246,246802001,Goodwater Montessori School,E,PK - 07,Y
246902,FLORENCE H S,246,246902001,Florence High School,S,09 - 12,N
246902,WILLIAMSON COUNTY JJAEP,246,246902002,Williamson County JJAEP,S,10 - 10,N
246902,FLORENCE MIDDLE,246,246902041,Florence Middle School,M,06 - 08,N
246902,FLORENCE EL,246,246902101,Florence Elementary School,E,EE - 05,N
246904,GEORGETOWN H S,246,246904001,Georgetown High School,S,09 - 12,N
246904,CHIP RICHARTE H S,246,246904002,Chip Richarte High School,S,09 - 12,N
246904,GEORGETOWN ALTER PROG,246,246904003,Georgetown Alter Prog,S,08 - 12,N
246904,EAST VIEW H S,246,246904004,East View High School,S,09 - 12,N
246904,DOUGLAS BENOLD MIDDLE,246,246904040,Douglas Benold Middle School,M,06 - 08,N
246904,JAMES TIPPIT MIDDLE,246,246904041,James Tippit Middle School,M,06 - 08,N
246904,CHARLES A FORBES MIDDLE,246,246904042,Charles A Forbes Middle School,M,06 - 08,N
246904,GEORGE WAGNER MIDDLE,246,246904045,George Wagner Middle School,M,06 - 08,N
246904,ANNIE PURL EL,246,246904101,Annie Purl Elementary School,E,EE - 05,N
246904,CARVER EL,246,246904102,Carver Elementary School,E,EE - 05,N
246904,FROST EL,246,246904103,Frost Elementary School,E,EE - 05,N
246904,PAT COOPER EL,246,246904104,Pat Cooper Elementary School,E,PK - 05,N
246904,DELL PICKETT EL,246,246904105,Dell Pickett Elementary School,E,EE - 05,N
246904,RAYE MCCOY EL,246,246904106,Raye McCoy Elementary School,E,KG - 05,N
246904,VILLAGE EL,246,246904107,Village Elementary School,E,EE - 05,N
246904,JO ANN FORD EL,246,246904109,Jo Ann Ford Elementary School,E,KG - 05,N
246904,JAMES E MITCHELL EL,246,246904110,James E Mitchell Elementary School,E,PK - 05,N
246904,WILLIAMSON CO J J A E P,246,246904197,Williamson Co JJAEP,S,08 - 12,N
246904,WILLIAMSON CO JUVENILE DETENTION C,246,246904199,Williamson Co Juvenile Detention C,B,06 - 10,N
246905,GRANGER SCHOOL,246,246905001,Granger School,B,EE - 12,N
246906,HUTTO H S,246,246906001,Hutto High School,S,09 - 12,N
246906,WILLIAMSON COUNTY ACADEMY,246,246906002,Williamson County Academy,S,10 - 10,N
246906,HUTTO MIDDLE,246,246906041,Hutto Middle School,M,06 - 08,N
246906,FARLEY MIDDLE,246,246906042,Farley Middle School,M,06 - 08,N
246906,HUTTO EL,246,246906101,Hutto Elementary School,E,PK - 05,N
246906,COTTONWOOD CREEK EL,246,246906103,Cottonwood Creek Elementary School,E,EE - 05,N
246906,RAY EL,246,246906104,Ray Elementary School,E,PK - 05,N
246906,VETERANS HILL EL,246,246906106,Veterans Hill Elementary School,E,PK - 05,N
246906,HOWARD NORMAN EL,246,246906107,Howard Norman Elementary School,E,EE - 05,N
246906,NADINE JOHNSON EL,246,246906121,Nadine Johnson Elementary School,E,EE - 05,N
246907,JARRELL H S,246,246907001,Jarrell High School,S,09 - 12,N
246907,LOTT DETENTION CENTER,246,246907004,Lott Detention Center,S,10 - 10,N
246907,JARRELL MIDDLE,246,246907041,Jarrell Middle School,M,06 - 08,N
246907,JARRELL EL,246,246907101,Jarrell Elementary School,E,EE - 02,N
246907,JARRELL INT,246,246907201,Jarrell Intermediate School,E,03 - 05,N
246908,LIBERTY HILL H S,246,246908001,Liberty Hill High School,S,09 - 12,N
246908,WILLIAMSON CO ACADEMY,246,246908005,Williamson Co Academy,M,06 - 08,N
246908,LIBERTY HILL J H,246,246908041,Liberty Hill Junior High,M,07 - 08,N
246908,LIBERTY HILL EL,246,246908101,Liberty Hill Elementary School,E,EE - 04,N
246908,LIBERTY HILL INT,246,246908102,Liberty Hill Intermediate School,M,05 - 06,N
246908,BILL BURDEN EL,246,246908103,Bill Burden Elementary School,E,EE - 04,N
246908,RANCHO SIENNA EL,246,246908104,Rancho Sienna Elementary School,E,EE - 04,N
246909,ROUND ROCK H S,246,246909001,Round Rock High School,S,09 - 12,N
246909,ROUND ROCK OPPORT CTR DAEP,246,246909002,Round Rock Opport Ctr DAEP,B,06 - 12,N
246909,WESTWOOD H S,246,246909003,Westwood High School,S,09 - 12,N
246909,MCNEIL H S,246,246909004,McNeil High School,S,09 - 12,N
246909,STONY POINT H S,246,246909007,Stony Point High School,S,09 - 12,N
246909,CEDAR RIDGE H S,246,246909008,Cedar Ridge High School,S,09 - 12,N
246909,SUCCESS H S,246,246909011,Success High School,S,09 - 12,N
246909,WILLIAMSON COUNTY CORE-JJAEP,246,246909012,Williamson County Core-JJAEP,S,08 - 12,N
246909,RRISD EARLY COLLEGE H S,246,246909015,Rrisd Early College High School,S,09 - 11,N
246909,WILLIAMSON COUNTY JUVENILE DETENTI,246,246909016,Williamson County Juvenile Detenti,B,05 - 10,N
246909,C D FULKES MIDDLE,246,246909041,C D Fulkes Middle School,M,06 - 08,N
246909,NOEL GRISHAM MIDDLE,246,246909042,Noel Grisham Middle School,M,06 - 08,N
246909,CHISHOLM TRAIL MIDDLE,246,246909043,Chisholm Trail Middle School,M,06 - 08,N
246909,CANYON VISTA MIDDLE,246,246909044,Canyon Vista Middle School,M,06 - 08,N
246909,DEERPARK MIDDLE,246,246909045,Deerpark Middle School,M,06 - 08,N
246909,HOPEWELL MIDDLE,246,246909046,Hopewell Middle School,M,06 - 08,N
246909,CEDAR VALLEY MIDDLE,246,246909047,Cedar Valley Middle School,M,06 - 08,N
246909,RIDGEVIEW MIDDLE,246,246909051,Ridgeview Middle School,M,06 - 08,N
246909,JAMES GARLAND WALSH MIDDLE,246,246909052,James Garland Walsh Middle School,M,06 - 08,N
246909,PFC ROBERT P HERNANDEZ MIDDLE,246,246909053,Pfc Robert P Hernandez Middle School,M,06 - 08,N
246909,PEARSON RANCH MIDDLE,246,246909054,Pearson Ranch Middle School,M,06 - 08,N
246909,CLAUDE BERKMAN EL,246,246909101,Claude Berkman Elementary School,E,PK - 05,N
246909,EL DAEP,246,246909102,El DAEP,E,01 - 05,N
246909,SPICEWOOD EL,246,246909105,Spicewood Elementary School,E,KG - 05,N
246909,XENIA VOIGT EL,246,246909106,Xenia Voigt Elementary School,E,EE - 05,N
246909,DEEPWOOD EL,246,246909107,Deepwood Elementary School,E,EE - 05,N
246909,FOREST NORTH EL,246,246909108,Forest North Elementary School,E,EE - 05,N
246909,ANDERSON MILL EL,246,246909109,Anderson Mill Elementary School,E,PK - 05,N
246909,KATHY CARAWAY EL,246,246909110,Kathy Caraway Elementary School,E,EE - 05,N
246909,VIC ROBERTSON EL,246,246909111,Vic Robertson Elementary School,E,PK - 05,N
246909,PURPLE SAGE EL,246,246909113,Purple Sage Elementary School,E,EE - 05,N
246909,BRUSHY CREEK EL,246,246909114,Brushy Creek Elementary School,E,EE - 05,N
246909,WELLS BRANCH EL,246,246909115,Wells Branch Elementary School,E,EE - 05,N
246909,LAUREL MOUNTAIN EL,246,246909116,Laurel Mountain Elementary School,E,KG - 05,N
246909,POND SPRINGS EL,246,246909117,Pond Springs Elementary School,E,EE - 05,N
246909,BLUEBONNET EL,246,246909118,Bluebonnet Elementary School,E,PK - 05,N
246909,DOUBLE FILE TRAIL EL,246,246909119,Double File Trail Elementary School,E,EE - 05,N
246909,LIVE OAK EL,246,246909120,Live Oak Elementary School,E,EE - 05,N
246909,GATTIS EL,246,246909121,Gattis Elementary School,E,EE - 05,N
246909,OLD TOWN EL,246,246909122,Old Town Elementary School,E,PK - 05,N
246909,FERN BLUFF EL,246,246909123,Fern Bluff Elementary School,E,KG - 05,N
246909,JOLLYVILLE EL,246,246909124,Jollyville Elementary School,E,EE - 05,N
246909,CANYON CREEK EL,246,246909125,Canyon Creek Elementary School,E,KG - 05,N
246909,FOREST CREEK EL,246,246909126,Forest Creek Elementary School,E,KG - 05,N
246909,CALDWELL HEIGHTS EL,246,246909127,Caldwell Heights Elementary School,E,EE - 05,N
246909,GREAT OAKS EL,246,246909128,Great Oaks Elementary School,E,EE - 05,N
246909,JOE LEE JOHNSON EL,246,246909129,Joe Lee Johnson Elementary School,E,PK - 05,N
246909,BLACKLAND PRAIRIE EL,246,246909130,Blackland Prairie Elementary School,E,EE - 05,N
246909,TERAVISTA EL,246,246909131,Teravista Elementary School,E,EE - 05,N
246909,CACTUS RANCH EL,246,246909132,Cactus Ranch Elementary School,E,EE - 05,N
246909,PATSY SOMMER EL,246,246909134,Patsy Sommer Elementary School,E,EE - 05,N
246909,CHANDLER OAKS EL,246,246909135,Chandler Oaks Elementary School,E,KG - 05,N
246909,NEYSA CALLISON EL,246,246909136,Neysa Callison Elementary School,E,EE - 05,N
246909,UNION HILL EL,246,246909137,Union Hill Elementary School,E,EE - 05,N
246909,LINDA HERRINGTON EL,246,246909138,Linda Herrington Elementary School,E,EE - 05,N
246909,ELSA ENGLAND EL,246,246909139,Elsa England Elementary School,E,PK - 05,N
246911,TAYLOR H S,246,246911001,Taylor High School,S,09 - 12,N
246911,LEGACY EARLY COLLEGE H S,246,246911009,Legacy Early College High School,S,09 - 12,N
246911,TAYLOR MIDDLE,246,246911041,Taylor Middle School,M,06 - 08,N
246911,MAIN STREET INT,246,246911102,Main Street Intermediate School,E,04 - 05,N
246911,NAOMI PASEMANN EL,246,246911103,Naomi Pasemann Elementary School,E,01 - 03,N
246911,TH JOHNSON EL,246,246911107,Th Johnson Elementary School,E,EE - KG,N
246912,THRALL H S,246,246912001,Thrall High School,S,09 - 12,N
246912,WILLIAMSON COUNTY JUVENILE DETENTI,246,246912003,Williamson County Juvenile Detenti,S,09 - 09,N
246912,THRALL MIDDLE,246,246912042,Thrall Middle School,M,05 - 08,N
246912,THRALL EL,246,246912101,Thrall Elementary School,E,PK - 04,N
246913,LEANDER H S,246,246913001,Leander High School,S,09 - 12,N
246913,CEDAR PARK H S,246,246913002,Cedar Park High School,S,09 - 12,N
246913,VISTA RIDGE H S,246,246913003,Vista Ridge High School,S,09 - 12,N
246913,ROUSE H S,246,246913004,Rouse High School,S,09 - 12,N
246913,VANDEGRIFT H S,246,246913005,Vandegrift High School,S,09 - 12,N
246913,GLENN H S,246,246913006,Glenn High School,S,09 - 12,N
246913,WILLIAMSON CO ACADEMY,246,246913010,Williamson Co Academy,S,07 - 12,N
246913,NEW HOPE H S,246,246913011,New Hope High School,S,11 - 12,N
246913,WILLIAMSON COUNTY DETENTION CENTER,246,246913012,Williamson County Detention Center,M,07 - 07,N
246913,LEANDER EXTENDED OPPORTUNITY,246,246913014,Leander Extended Opportunity,B,03 - 12,N
246913,CEDAR PARK MIDDLE,246,246913041,Cedar Park Middle School,M,06 - 08,N
246913,LEANDER MIDDLE,246,246913042,Leander Middle School,M,06 - 08,N
246913,RUNNING BRUSHY MIDDLE,246,246913043,Running Brushy Middle School,M,06 - 08,N
246913,ARTIE L HENRY MIDDLE,246,246913044,Artie L Henry Middle School,M,06 - 08,N
246913,CANYON RIDGE MIDDLE,246,246913045,Canyon Ridge Middle School,M,06 - 08,N
246913,KNOX WILEY MIDDLE,246,246913046,Knox Wiley Middle School,M,06 - 08,N
246913,FOUR POINTS MIDDLE,246,246913047,Four Points Middle School,M,06 - 08,N
246913,FLORENCE W STILES MIDDLE,246,246913048,Florence W Stiles Middle School,M,06 - 08,N
246913,WHITESTONE EL,246,246913101,Whitestone Elementary School,E,EE - 05,N
246913,ADA MAE FAUBION EL,246,246913102,Ada Mae Faubion Elementary School,E,PK - 05,N
246913,BLOCK HOUSE CREEK EL,246,246913103,Block House Creek Elementary School,E,EE - 05,N
246913,CYPRESS EL,246,246913104,Cypress Elementary School,E,EE - 05,N
246913,C C MASON EL,246,246913105,C C Mason Elementary School,E,EE - 05,N
246913,LOIS F GIDDENS EL,246,246913106,Lois F Giddens Elementary School,E,EE - 05,N
246913,STEINER RANCH EL,246,246913107,Steiner Ranch Elementary School,E,EE - 05,N
246913,PAULINE NAUMANN EL,246,246913108,Pauline Naumann Elementary School,E,EE - 05,N
246913,BAGDAD EL,246,246913109,Bagdad Elementary School,E,EE - 05,N
246913,CHARLOTTE COX EL,246,246913110,Charlotte Cox Elementary School,E,EE - 05,N
246913,LAURA WELCH BUSH EL,246,246913111,Laura Welch Bush Elementary School,E,KG - 05,N
246913,PATRICIA KNOWLES EL,246,246913112,Patricia Knowles Elementary School,E,EE - 05,N
246913,DEER CREEK EL,246,246913113,Deer Creek Elementary School,E,EE - 05,N
246913,PLEASANT HILL EL,246,246913114,Pleasant Hill Elementary School,E,EE - 05,N
246913,RUTLEDGE EL,246,246913115,Rutledge Elementary School,E,EE - 05,N
246913,JIM PLAIN EL,246,246913116,Jim Plain Elementary School,E,EE - 05,N
246913,WILLIAM J WINKLEY EL,246,246913117,William J Winkley Elementary School,E,EE - 05,N
246913,RIVER PLACE EL,246,246913118,River Place Elementary School,E,KG - 05,N
246913,GRANDVIEW HILLS EL,246,246913119,Grandview Hills Elementary School,E,EE - 05,N
246913,PARKSIDE EL,246,246913120,Parkside Elementary School,E,EE - 05,N
246913,WESTSIDE EL,246,246913121,Westside Elementary School,E,EE - 05,N
246913,RONALD REAGAN EL,246,246913122,Ronald Reagan Elementary School,E,EE - 05,N
246913,RIVER RIDGE EL,246,246913123,River Ridge Elementary School,E,EE - 05,N
246913,OFFICER LEONARD A REED EL,246,246913124,Officer Leonard A Reed Elementary School,E,EE - 05,N
246913,CHRISTINE CAMACHO EL,246,246913125,Christine Camacho Elementary School,E,EE - 05,N
246913,MONTA JANE AKIN EL,246,246913126,Monta Jane Akin Elementary School,E,EE - 05,N
246914,COUPLAND EL,246,246914101,Coupland Elementary School,E,KG - 08,N
247901,FLORESVILLE H S,247,247901001,Floresville High School,S,09 - 12,N
247901,FLORESVILLE ALTER CTR,247,247901002,Floresville Alter Center,B,03 - 12,N
247901,WILSON CO J J A E P,247,247901003,Wilson Co JJAEP,S,09 - 11,N
247901,FLORESVILLE MIDDLE,247,247901041,Floresville Middle School,M,06 - 08,N
247901,NORTH EL,247,247901104,North Elementary School,E,PK - 05,N
247901,SOUTH EL,247,247901106,South Elementary School,E,EE - 05,N
247903,LA VERNIA H S,247,247903001,La Vernia High School,S,09 - 12,N
247903,FLORESVILLE ALTERNATIVE EDUCATION,247,247903002,Floresville Alternative Education,B,05 - 12,N
247903,WILSON CO JJAEP,247,247903003,Wilson Co JJAEP,M,07 - 09,N
247903,LA VERNIA J H,247,247903041,La Vernia Junior High,M,06 - 08,N
247903,LA VERNIA PRI,247,247903103,La Vernia Primary School,E,EE - 02,N
247903,LA VERNIA INT,247,247903104,La Vernia Intermediate School,E,03 - 05,N
247904,POTH H S,247,247904001,Poth High School,S,09 - 12,N
247904,WILSON CO J J A E P,247,247904003,Wilson Co JJAEP,S,10 - 11,N
247904,POTH J H,247,247904041,Poth Junior High,M,06 - 08,N
247904,POTH EL,247,247904101,Poth Elementary School,E,PK - 05,N
247906,STOCKDALE H S,247,247906001,Stockdale High School,S,09 - 12,N
247906,ALTERNATIVE SCHOOL,247,247906002,Alternative School,M,07 - 09,N
247906,WILSON CO JJAEP,247,247906003,Wilson Co JJAEP,S,09 - 11,N
247906,STOCKDALE J H,247,247906041,Stockdale Junior High,M,06 - 08,N
247906,STOCKDALE EL,247,247906101,Stockdale Elementary School,E,EE - 05,N
248901,KERMIT H S,248,248901001,Kermit High School,S,09 - 12,N
248901,KERMIT J H,248,248901041,Kermit Junior High,M,05 - 08,N
248901,KERMIT EL,248,248901101,Kermit Elementary School,E,EE - 04,N
248902,WINK H S,248,248902001,Wink High School,S,07 - 12,N
248902,WINK EL,248,248902101,Wink Elementary School,E,PK - 06,N
249901,ALVORD H S,249,249901001,Alvord High School,S,09 - 12,N
249901,ALVORD MIDDLE,249,249901041,Alvord Middle School,M,06 - 08,N
249901,ALVORD EL,249,249901101,Alvord Elementary School,E,PK - 05,N
249902,BOYD H S,249,249902001,Boyd High School,S,09 - 12,N
249902,BOYD MIDDLE,249,249902041,Boyd Middle School,M,07 - 08,N
249902,BOYD EL,249,249902101,Boyd Elementary School,E,PK - 03,N
249902,BOYD INT,249,249902110,Boyd Intermediate School,E,04 - 06,N
249903,BRIDGEPORT H S,249,249903001,Bridgeport High School,S,09 - 12,N
249903,BRIDGEPORT MIDDLE,249,249903041,Bridgeport Middle School,M,06 - 08,N
249903,BRIDGEPORT EL,249,249903101,Bridgeport Elementary School,E,EE - 02,N
249903,BRIDGEPORT INT,249,249903102,Bridgeport Intermediate School,E,03 - 05,N
249904,CHICO H S,249,249904001,Chico High School,S,09 - 12,N
249904,CHICO MIDDLE,249,249904041,Chico Middle School,M,06 - 08,N
249904,CHICO EL,249,249904101,Chico Elementary School,E,EE - 05,N
249905,DECATUR H S,249,249905001,Decatur High School,S,09 - 12,N
249905,MCCARROLL MIDDLE,249,249905041,McCarroll Middle School,M,06 - 08,N
249905,RANN EL,249,249905101,Rann Elementary School,E,EE - 04,N
249905,CARSON EL,249,249905103,Carson Elementary School,E,KG - 04,N
249905,YOUNG EL,249,249905104,Young Elementary School,E,EE - 04,N
249905,DECATUR INT,249,249905105,Decatur Intermediate School,M,05 - 06,N
249906,PARADISE H S,249,249906001,Paradise High School,S,09 - 12,N
249906,PARADISE MIDDLE,249,249906041,Paradise Middle School,M,06 - 08,N
249906,PARADISE INT,249,249906050,Paradise Intermediate School,E,04 - 05,N
249906,PARADISE EL,249,249906101,Paradise Elementary School,E,EE - 03,N
