DISTRICT,D20GP14R,D20GV14R,D2CRB13R,D2CRB14R,D2CRM13R,D2CRM14R,D2CRR13R,D2CRR14R,D30GP14R,D30GV14R,D3CRB13R,D3CRB14R,D3CRM13R,D3CRM14R,D3CRR13R,D3CRR14R,D40GP14R,D40GV14R,D4CRB13R,D4CRB14R,D4CRM13R,D4CRM14R,D4CRR13R,D4CRR14R,DA0GP14R,DA0GV14R,DACRB13R,DACRB14R,DACRM13R,DACRM14R,DACRR13R,DACRR14R,DB0GP14R,DB0GV14R,DBCRB13R,DBCRB14R,DBCRM13R,DBCRM14R,DBCRR13R,DBCRR14R,DE0GP14R,DE0GV14R,DECRB13R,DECRB14R,DECRM13R,DECRM14R,DECRR13R,DECRR14R,DF0GP14R,DF0GV14R,DFCRB13R,DFCRB14R,DFCRM13R,DFCRM14R,DFCRR13R,DFCRR14R,DH0GP14R,DH0GV14R,DHCRB13R,DHCRB14R,DHCRM13R,DHCRM14R,DHCRR13R,DHCRR14R,DI0GP14R,DI0GV14R,DICRB13R,DICRB14R,DICRM13R,DICRM14R,DICRR13R,DICRR14R,DL0GP14R,DL0GV14R,DLCRB13R,DLCRB14R,DLCRM13R,DLCRM14R,DLCRR13R,DLCRR14R,DM0GP14R,DM0GV14R,DMCRB13R,DMCRB14R,DMCRM13R,DMCRM14R,DMCRR13R,DMCRR14R,DR0GP14R,DR0GV14R,DRCRB13R,DRCRB14R,DRCRM13R,DRCRM14R,DRCRR13R,DRCRR14R,DS0GP14R,DS0GV14R,DSCRB13R,DSCRB14R,DSCRM13R,DSCRM14R,DSCRR13R,DSCRR14R,DW0GP14R,DW0GV14R,DWCRB13R,DWCRB14R,DWCRM13R,DWCRM14R,DWCRR13R,DWCRR14R
"010902",-1,-1,100,-1,100,-1,100,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,92,82.1,63,60,85,74,69,68,-1,-1,.,-1,.,-1,.,-1,89.3,27.8,56,50,75,71,65,55,89.2,35.8,64,52,81,61,70,64,86.1,17.9,43,52,71,65,51,64,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,94.3,46.3,62,65,88,84,67,71,81,27.2,44,27,69,50,48,40,85,10.5,0,0,29,25,0,20,93.2,59.3,68,60,88,76,72,68
"011901",66.7,0.9,71,75,86,75,71,83,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,56.9,20.2,47,47,65,64,59,58,39.4,0.5,38,28,51,45,59,52,48.4,11.2,40,36,60,52,51,50,64.9,10.7,49,49,62,63,64,63,48.8,10.2,37,34,59,52,51,49,-1,-1,.,-1,.,-1,.,-1,6.3,0,7,0,36,29,7,0,50.3,9.5,45,45,68,64,54,53,42.4,10.4,35,30,52,47,49,44,18.3,1.6,6,8,16,22,10,12,67.1,8.6,58,60,73,77,66,65
"011902",100,1.6,40,-1,67,-1,67,40,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,83.9,67.5,39,50,61,65,53,62,62.5,7.6,27,22,46,43,46,37,78.8,35.3,33,41,55,59,49,53,81.1,31.7,48,54,64,66,64,67,86,28.9,29,42,56,54,46,58,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,87.2,35.7,27,46,58,64,40,57,74.8,32.9,13,20,39,37,30,40,68.8,4.4,0,0,0,0,0,30,87.5,28.9,53,66,72,82,62,74
"011904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83.5,64.7,63,63,88,74,66,75,52.9,5.3,50,38,69,38,64,67,83.1,28.6,56,59,85,69,61,70,83.6,31.6,73,64,94,71,72,80,82.6,11.3,59,58,85,63,64,74,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.3,33.1,55,61,84,77,62,69,80,31.6,35,36,65,55,47,54,76.9,7.5,0,0,83,0,0,71,89.9,45.9,65,68,92,82,67,77
"011905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"012901",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96.3,88.9,55,54,74,67,68,69,-1,-1,.,-1,.,-1,.,-1,100,33.3,56,44,67,78,78,44,92.3,37,64,67,71,62,86,100,-1,-1,33,-1,83,-1,50,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,51.9,47,43,76,71,53,43,100,29.6,-1,13,-1,38,-1,25,-1,-1,.,.,.,-1,.,.,95.5,70.4,58,62,71,68,71,81
"013801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"013901",.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,78.3,54.3,37,39,54,54,48,55,55.6,0.9,33,-1,50,-1,33,-1,78.2,30.8,29,35,45,49,40,51,74.5,22.2,45,41,59,54,60,62,77.6,43.9,31,36,51,52,42,54,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,81.7,32.1,29,36,49,53,34,48,76.6,38,14,15,34,31,30,36,86.2,11.3,0,0,0,0,8,10,84.6,9,68,45,71,55,76,58
"013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"013903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,50,55,33,86,67,59,48,-1,-1,-1,-1,-1,-1,-1,-1,68.8,29.2,63,31,100,62,63,46,75,20.8,70,30,80,60,70,60,75,33.3,62,31,85,69,69,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,29.2,42,36,92,73,50,36,61.5,25,38,30,63,60,50,40,60,12.5,-1,-1,-1,-1,-1,-1,100,16.7,38,40,88,80,38,40
"013905",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88.5,77,73,67,94,91,74,76,.,.,-1,.,-1,.,-1,.,81.5,32.8,72,55,97,86,72,70,90.3,41,77,68,94,90,81,79,87.8,54.1,68,65,91,88,71,75,-1,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,86.7,36.1,69,67,94,92,69,72,73.3,18,55,33,90,67,55,60,100,9.8,-1,-1,-1,-1,-1,-1,89.5,21.3,83,71,97,94,83,76
"014801",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.8,0,22,13,33,11,24,47,7.1,0,33,0,33,0,38,50,13,0,19,9,28,7,22,50,16.7,0,10,25,23,22,9,63,15.4,0,-1,-1,-1,17,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.3,0,38,0,50,0,40,33,4.3,0,23,11,25,8,20,30,-1,-1,-1,-1,-1,-1,-1,-1,14.3,0,25,-1,50,-1,22,-1
"014802",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,1.5,0,-1,8,-1,7,-1,64,0,0,-1,-1,-1,0,-1,-1,2.1,0,-1,14,-1,11,-1,67,2.6,0,-1,11,-1,9,-1,64,4.2,0,.,17,.,17,.,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,1.9,0,-1,14,-1,11,-1,67,-1,-1,.,.,.,.,.,.,0,0,.,-1,.,-1,.,-1
"014803",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33.3,0,44,33,44,44,70,78,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,37.5,0,43,40,43,60,86,60,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28.6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,16.7,0,-1,17,-1,33,80,67
"014804",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,61.8,0,45,41,53,45,63,82,-1,-1,.,-1,.,-1,.,-1,36.4,0,25,-1,36,-1,46,-1,57.1,0,43,41,50,47,74,89,60,0,50,-1,67,-1,67,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66.7,0,47,40,58,43,50,75,38.1,0,32,18,48,27,45,82,-1,-1,-1,-1,-1,-1,-1,-1,58.7,0,39,40,45,42,58,87
"014901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,87.5,71.3,69,61,86,81,72,71,-1,-1,-1,-1,-1,-1,-1,-1,72.2,15,50,29,70,60,55,57,90,38.8,83,62,86,78,91,81,90,10,65,38,71,44,76,75,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,85,32.5,56,59,86,83,54,60,84.6,12.5,31,44,46,40,46,67,71.4,6.3,-1,-1,-1,-1,-1,-1,87.1,55,71,64,90,88,72,71
"014902",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44.1,32.4,37,29,40,57,65,30,-1,-1,-1,-1,-1,-1,-1,-1,47.8,23.5,19,32,25,65,47,29,42.9,11.8,35,27,41,33,71,36,54.5,23.5,36,30,36,52,64,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,20.6,38,29,38,72,57,26,44.4,26.5,6,22,12,48,39,25,-1,-1,-1,-1,-1,-1,-1,-1,22.2,5.9,-1,33,-1,71,40,29
"014903",77.8,1,73,60,93,80,73,63,100,1.1,60,92,60,100,80,92,.,.,.,.,.,.,.,.,73.1,35.7,58,60,77,74,66,74,59,1.1,44,56,67,65,50,76,66.1,13.5,45,51,69,68,52,68,78.2,17.1,57,69,77,77,67,83,67,10.6,49,52,71,65,59,72,-1,-1,-1,-1,-1,-1,-1,-1,39.1,1.1,0,10,63,30,0,10,68.4,18.6,59,52,78,72,65,65,54,9.1,32,34,57,51,44,54,29.1,2.4,5,8,25,21,4,13,76.6,21.5,64,64,81,79,71,74
"014905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87.5,72.5,50,45,72,53,53,77,-1,-1,-1,-1,-1,-1,-1,-1,78.9,27.5,38,41,56,47,41,72,94.1,35,69,38,85,38,71,76,83.3,20,42,45,67,64,50,75,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,82.6,37.5,37,50,63,64,40,77,71.4,12.5,-1,14,-1,43,40,57,-1,-1,-1,.,-1,.,-1,-1,95.8,47.5,58,42,79,46,52,75
"014906",74,1.4,55,62,74,71,64,73,86.1,1.4,56,55,87,73,62,65,41.7,0.3,19,28,35,42,19,44,63.1,24.2,41,46,63,56,50,63,54.2,7.8,33,38,53,45,44,59,52.2,8.8,35,36,57,46,46,56,66.5,12.9,46,45,63,53,58,68,64.9,6,41,45,63,57,50,65,84.6,0.3,-1,42,-1,58,-1,58,32.6,0.4,0,3,15,26,0,6,59.7,11.2,36,46,64,59,42,59,47.8,12.3,23,24,47,34,36,49,26.1,2.7,2,7,19,10,11,20,70.3,6.9,50,54,74,66,57,67
"014907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79.7,34.2,70,53,78,59,79,78,-1,-1,.,-1,.,-1,.,-1,70.4,12.7,61,38,72,50,79,81,88.6,13.9,91,54,91,60,100,89,70.6,5.1,63,41,63,47,75,88,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,72.7,20.3,57,51,70,59,66,69,73.9,11.4,42,32,53,41,58,59,42.9,3.8,0,0,20,20,0,17,83.3,27.8,71,56,81,63,79,76
"014908",66.7,0.8,-1,80,-1,100,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,78,14.4,72,77,91,83,75,86,-1,-1,.,-1,.,-1,.,-1,52,1.7,50,61,76,63,56,79,77.4,4.2,80,78,89,80,85,88,56,0.8,39,62,84,67,44,81,80,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.5,10.2,66,77,92,85,67,85,21.1,2.5,43,21,72,27,55,57,16.7,0,0,-1,29,-1,14,-1,84.8,12.7,79,81,92,86,81,87
"014909",66.7,1,30,50,50,74,50,61,88.9,0.2,69,100,77,100,69,100,.,.,.,.,.,.,.,.,57.9,26.4,49,52,70,67,56,63,40.3,7.2,30,23,56,40,43,44,49.4,14.8,38,39,66,60,47,52,62.5,15.5,48,52,63,64,61,70,58.4,11.3,41,47,67,66,49,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,43,-1,13,-1,53,10.9,50,51,79,70,51,56,44.2,14.8,20,27,46,44,35,46,40.7,4.3,0,0,13,25,5,18,69.6,6.4,68,78,83,85,72,83
"014910",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,81.9,47,65,61,84,78,72,67,-1,-1,.,-1,.,-1,.,-1,78.1,18.1,52,54,76,67,64,67,84.8,22.9,69,57,81,79,78,60,84.2,12,40,43,60,50,53,56,.,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,80,24.1,62,64,86,78,67,71,79.2,14.5,30,47,65,50,45,50,83.3,6,-1,-1,-1,-1,-1,-1,82,33.7,73,67,91,88,77,71
"015801",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.6,0,10,29,31,28,20,56,-1,-1,-1,.,-1,.,-1,-1,9.8,0,10,29,30,29,22,52,10.2,0,11,36,23,29,23,60,8.5,0,10,24,30,24,20,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.9,0,9,24,40,27,18,53,12.1,0,6,35,25,32,18,55,3.3,0,0,.,0,-1,0,.,12.5,0,-1,-1,-1,-1,-1,-1
"015802",-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,0,12,42,22,44,25,54,23.1,0,0,-1,18,-1,17,-1,17.5,0,8,40,14,38,20,55,14.8,0,10,50,9,38,33,57,15.6,0,33,40,33,50,29,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,20,0,14,33,43,50,13,50,13.9,0,8,22,21,31,27,40,-1,-1,.,.,-1,.,.,.,-1,-1,-1,.,-1,.,-1,-1
"015803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.5,0,-1,13,-1,13,-1,38,-1,-1,.,-1,.,-1,.,-1,12.5,0,-1,13,-1,13,-1,38,-1,-1,.,-1,.,-1,.,-1,0,0,-1,0,-1,0,-1,33,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015806",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,96.2,25,27,63,57,27,41,100,26.9,8,33,50,83,17,50,100,73.1,26,29,63,67,29,41,100,38.5,26,40,61,50,30,50,100,61.5,30,23,67,43,29,38,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,100,57.7,24,17,65,62,22,33,100,73.1,15,13,50,38,19,33,-1,-1,-1,.,-1,-1,-1,.,.,.,-1,.,-1,.,-1,.
"015807",-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,23.7,32,26,45,37,54,53,26.1,5.2,11,8,11,33,44,42,38.1,19.6,30,24,45,35,46,46,29.5,14.4,32,24,40,31,56,56,34.9,15.5,28,29,42,35,54,54,.,.,-1,.,-1,.,-1,.,-1,-1,.,.,.,.,.,-1,36.1,9.3,33,31,57,50,50,47,30.3,16.5,28,18,38,24,53,50,33.3,3.1,-1,-1,-1,-1,-1,-1,30,3.1,63,-1,78,60,63,-1
"015808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.3,0,17,24,50,52,39,33,-1,-1,.,-1,.,-1,.,-1,13.3,0,17,24,48,53,39,35,18.2,0,17,29,36,50,50,43,15.6,0,17,28,50,56,39,33,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,7.7,0,17,14,75,57,17,14,10.7,0,20,19,50,50,40,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1
"015815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,48,22,63,61,85,33,70,-1,-1,.,-1,.,-1,.,-1,63.6,12,21,38,57,78,29,50,76.9,20,27,88,64,89,27,89,76.2,40,18,60,59,81,29,69,.,.,.,.,.,.,.,.,50,12,-1,-1,-1,60,-1,-1,83.3,28,14,45,57,82,43,55,76.5,28,14,50,57,77,21,62,-1,-1,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015816",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,20,25,47,38,28,38,-1,-1,.,-1,.,-1,-1,-1,100,52.9,-1,17,-1,29,14,14,100,47.1,29,17,29,17,38,33,100,82.4,23,20,46,36,33,27,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,100,52.9,13,33,63,57,20,43,100,88.2,21,25,50,38,24,38,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62.5,37.5,20,67,50,83,27,67,40,12.5,-1,-1,-1,-1,-1,-1,80,25,20,80,60,100,17,80,80,25,17,-1,43,-1,33,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,60,-1,20,-1,50,12.5,17,-1,43,-1,14,-1,-1,-1,-1,.,-1,.,-1,.,-1,-1,14,-1,56,-1,25,-1
"015820",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62.5,57.5,31,35,44,35,47,86,-1,-1,.,-1,.,-1,.,-1,64.7,52.5,31,28,46,28,50,85,50,25,17,33,50,33,29,89,59.4,45,45,31,64,31,50,89,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,75,32.5,40,36,40,36,60,85,66.7,55,33,33,50,33,31,85,-1,-1,-1,.,-1,.,-1,.,100,12.5,0,-1,0,-1,40,-1
"015822",.,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,72.5,0,12,39,33,53,42,66,.,.,.,.,.,.,.,.,66.7,0,13,40,38,52,38,64,69.2,0,5,48,26,60,42,64,71.1,0,15,39,37,53,44,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78.6,0,21,23,43,38,43,69,68.8,0,0,19,6,31,50,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,20,-1,20,-1
"015823",.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,12.9,0,11,27,20,43,20,38,.,.,.,.,.,.,.,.,15.4,0,14,33,25,42,13,45,17.6,0,14,29,29,30,14,43,13.8,0,11,30,20,46,20,42,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,7.1,0,-1,-1,-1,-1,-1,33,4.8,0,13,0,22,29,25,0,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.
"015825",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015826",.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,66.7,0,65,51,73,60,75,66,-1,-1,-1,-1,-1,-1,-1,-1,64.6,0,62,50,71,58,76,65,78.8,0,68,58,74,64,77,79,66.7,0,68,53,76,63,78,66,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,51.9,0,63,42,72,56,72,50,41.9,0,46,23,54,35,62,48,0,0,-1,0,-1,11,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"015827",.,.,.,.,.,.,.,.,-1,-1,78,-1,89,-1,78,-1,-1,-1,.,-1,.,-1,.,-1,100,0,70,77,93,83,75,87,100,0,-1,80,-1,80,-1,100,100,0,72,69,94,75,78,81,100,0,71,83,88,94,82,83,100,0,61,74,91,79,70,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,70,67,96,67,70,92,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,100,-1,100,-1,100,-1
"015828",.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,94.7,0,64,65,80,82,76,73,-1,-1,.,-1,.,-1,.,-1,92.5,0,52,58,68,79,68,66,96.3,0,57,73,71,81,71,85,93.9,0,59,64,74,81,74,72,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,93.3,0,71,59,88,83,79,62,62.5,0,-1,0,-1,29,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,-1,100,-1,82,-1
"015830",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79.5,1.3,52,47,71,60,67,66,-1,-1,-1,-1,-1,-1,-1,-1,88.9,0,46,59,65,70,68,74,79.4,1.3,41,38,59,41,66,69,78.7,0,44,45,67,59,61,66,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,79.5,0,62,53,82,74,68,64,57.1,1.3,20,0,20,20,40,33,60,1.3,-1,-1,-1,-1,-1,20,85.7,1.3,100,64,100,71,100,79
"015831",.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,62.5,0,.,50,.,81,.,50,-1,-1,.,-1,.,-1,.,-1,54.5,0,.,45,.,73,.,45,75,0,.,63,.,88,.,63,50,0,.,40,.,80,.,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,0,.,38,.,75,.,38,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1
"015832",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,30.8,0,33,33,33,33,57,83,-1,-1,-1,-1,-1,-1,-1,-1,33.3,0,-1,36,-1,36,-1,82,28.6,0,-1,33,-1,33,-1,83,27.3,0,-1,30,-1,30,-1,80,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,33.3,0,-1,33,-1,33,-1,83,20,0,-1,22,-1,22,-1,78,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015833",.,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,73.2,0,43,48,50,63,72,60,-1,-1,-1,-1,-1,-1,-1,-1,77.8,0,43,54,45,75,71,63,78.8,0,51,58,54,68,84,71,70.8,0,48,48,50,64,72,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65.2,0,30,33,44,57,52,43,53.3,0,24,19,33,41,65,33,-1,-1,-1,-1,-1,-1,-1,-1,80,0,44,20,67,40,78,20
"015834",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015835",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015836",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
